id,name,host_id,price,neighborhood,accommodates,room_type,borough,minimum_nights,maximum_nights,availability_90,beds,review_scores_rating,number_of_reviews,number_of_reviews_ltm,listing_url
8221965,Artist's Loft in Garment District,42849963,190,Hell's Kitchen,2,Entire home/apt,Manhattan,30,90,35,2,5,5,0,https://www.airbnb.com/rooms/8221965
8223230,Bright and Cozy Room Williamsburg,43361668,80,Williamsburg,1,Private room,Brooklyn,30,1125,63,1,4.85,35,0,https://www.airbnb.com/rooms/8223230
8225997,Bright 1BD in happening E Village,11004198,125,East Village,2,Entire home/apt,Manhattan,31,1125,61,1,5,2,0,https://www.airbnb.com/rooms/8225997
8228217,Bold and bodacious in the fall,43390488,55,Flatbush,2,Private room,Brooklyn,30,30,89,1,4.67,4,0,https://www.airbnb.com/rooms/8228217
8235820,"New, sun drenched, Williamsburg apartment.",13716326,80,Williamsburg,1,Private room,Brooklyn,14,1125,83,1,3,1,0,https://www.airbnb.com/rooms/8235820
8240016,Large Brooklyn Apt Artsy & Centric,36791609,113,Bushwick,2,Entire home/apt,Brooklyn,30,1125,5,2,4.51,252,11,https://www.airbnb.com/rooms/8240016
8254405,Classic Harlem - Economy Room,26856159,41,Harlem,2,Private room,Manhattan,5,1125,0,2,4.37,229,23,https://www.airbnb.com/rooms/8254405
8256749,Spacious apartment in Brooklyn,41514104,111,Bushwick,4,Entire home/apt,Brooklyn,6,21,43,3,4.79,111,8,https://www.airbnb.com/rooms/8256749
8268849,Private Floor in SOHO Townhouse,43599290,169,SoHo,4,Entire home/apt,Manhattan,2,29,16,1,4.68,163,27,https://www.airbnb.com/rooms/8268849
8274516,Central Park west. Big Cozy Room,16805656,90,Upper West Side,2,Private room,Manhattan,4,1125,4,1,4.87,128,5,https://www.airbnb.com/rooms/8274516
8281889,"Williamsburg, Brooklyn space",43669213,150,Williamsburg,1,Private room,Brooklyn,30,1125,90,1,4.5,4,0,https://www.airbnb.com/rooms/8281889
8283594,2 AFFORDABLE & COZY IN SUNSET PARK S,1182180,49,Sunset Park,2,Private room,Brooklyn,30,1125,28,1,4.38,8,2,https://www.airbnb.com/rooms/8283594
8299030,AFFORDABLE & COZY IN SUNSET PARK T,1182180,50,Sunset Park,2,Private room,Brooklyn,30,1125,4,1,4.54,25,0,https://www.airbnb.com/rooms/8299030
8303074,Two bedroom apt near prospect park,5499953,276,Crown Heights,4,Entire home/apt,Brooklyn,3,1125,86,2,4.77,23,6,https://www.airbnb.com/rooms/8303074
8304809,Parkway Chic ( 2 Bedrooms),43443842,221,Crown Heights,6,Entire home/apt,Brooklyn,3,28,72,3,4.8,113,13,https://www.airbnb.com/rooms/8304809
8313551,Recently renovated private floor,5268758,105,Long Island City,4,Entire home/apt,Queens,30,1125,0,2,4.9,213,11,https://www.airbnb.com/rooms/8313551
8322478,Designers brownstone in Bed-Stuy,5008870,146,Bedford-Stuyvesant,3,Entire home/apt,Brooklyn,2,1125,14,2,4.94,220,56,https://www.airbnb.com/rooms/8322478
8323015,Caribbean Retreat in the heart of Brooklyn,43876308,111,East Flatbush,4,Entire home/apt,Brooklyn,2,1125,47,2,4.81,31,8,https://www.airbnb.com/rooms/8323015
8326389,Exquisite Apartment in Hip Hamilton Heights,43893277,80,Harlem,2,Private room,Manhattan,3,28,39,1,4.96,58,7,https://www.airbnb.com/rooms/8326389
8327773,"Gorgeous Brooklyn Brownstone Flat, Great Location!",6444987,136,Bedford-Stuyvesant,4,Entire home/apt,Brooklyn,3,30,39,2,4.91,243,22,https://www.airbnb.com/rooms/8327773
8330254,Centrally Located Large 2 Bedroom,29518662,214,Park Slope,4,Entire home/apt,Brooklyn,30,1125,88,2,4.85,55,0,https://www.airbnb.com/rooms/8330254
8370236,Barbara's Home Stay,44107591,55,Flatbush,2,Private room,Brooklyn,30,1125,83,1,4.71,246,1,https://www.airbnb.com/rooms/8370236
8381315,2 Bedroom CHELSEA Loft,43583927,400,Chelsea,2,Entire home/apt,Manhattan,30,1125,88,2,5,2,0,https://www.airbnb.com/rooms/8381315
8385447,Private Brick House,27382789,92,Bedford-Stuyvesant,5,Entire home/apt,Brooklyn,30,120,4,0,5,2,0,https://www.airbnb.com/rooms/8385447
8392670,"Home Sweet Home #1Canarsie, Brooklyn, NY",44223001,70,Canarsie,1,Private room,Brooklyn,14,180,52,1,5,5,3,https://www.airbnb.com/rooms/8392670
8392929,S Affordable and Cozy in Sunset Park,1182180,39,Sunset Park,1,Private room,Brooklyn,30,1125,15,0,4.59,33,1,https://www.airbnb.com/rooms/8392929
8411164,New York - Theatre District- Luxury Building,19939430,450,Hell's Kitchen,4,Entire home/apt,Manhattan,30,60,1,3,4.67,21,0,https://www.airbnb.com/rooms/8411164
8423636,"Large Brooklyn Apt,Private Backyard",31230100,152,Crown Heights,6,Entire home/apt,Brooklyn,3,1125,16,3,4.64,73,15,https://www.airbnb.com/rooms/8423636
8426915,Cozy 1br apt near JFK w/ fireplace & king size bed,44378396,121,Jamaica,2,Entire home/apt,Queens,1,14,30,1,5,8,8,https://www.airbnb.com/rooms/8426915
8427638,"A TRUE GEM! SPACIOUS, COMFORTABLE STUDIO w/PATIO!",9036787,149,Upper West Side,2,Entire home/apt,Manhattan,2,1125,13,3,4.73,67,17,https://www.airbnb.com/rooms/8427638
8431906,Lovely 1 bed/1 bath Bed Stuy oasis,44398705,80,Bedford-Stuyvesant,2,Entire home/apt,Brooklyn,30,1125,33,1,4.6,7,0,https://www.airbnb.com/rooms/8431906
8440352,Private bedroom in great LES spot,7137049,43,Lower East Side,1,Private room,Manhattan,30,1124,0,1,4.54,232,3,https://www.airbnb.com/rooms/8440352
8441969,"Full Bedroom Avaliable, Astoria",1411399,40,Astoria,2,Private room,Queens,1,1125,26,1,4.86,7,1,https://www.airbnb.com/rooms/8441969
8442642,Private Bath/Master Bedroom Astoria,1411399,99,Astoria,2,Private room,Queens,30,1125,90,1,5,3,0,https://www.airbnb.com/rooms/8442642
8454886,"Super Cozy, Warm Eclectic Oasis",16954469,157,Crown Heights,2,Private room,Brooklyn,30,1125,88,2,5,2,0,https://www.airbnb.com/rooms/8454886
8458966,Bedroom In Midtown East,24559181,108,Upper East Side,2,Private room,Manhattan,1,28,72,1,4.75,69,4,https://www.airbnb.com/rooms/8458966
8470281,Cozy room in the city,31469635,64,Harlem,1,Private room,Manhattan,30,31,88,1,5,1,0,https://www.airbnb.com/rooms/8470281
8470974,GORGEOUS NEW REMODEL 65” SAMSUNG BOSE SOUND GEM,2742979,199,Chelsea,2,Entire home/apt,Manhattan,7,28,0,0,4.8,7,0,https://www.airbnb.com/rooms/8470974
8472812,Rooftop private terrace-city views 1 br Greenpoint,9295237,180,Greenpoint,3,Entire home/apt,Brooklyn,3,1125,10,2,5,9,6,https://www.airbnb.com/rooms/8472812
8479799,CLASSIC GUEST ROOM - UWS Townhouse,44660079,140,Upper West Side,2,Private room,Manhattan,3,14,14,1,4.86,100,6,https://www.airbnb.com/rooms/8479799
8499719,"Huge Room, Safe, Near Manhattan and LGA",3501090,75,Astoria,2,Private room,Queens,30,30,90,2,4.84,105,0,https://www.airbnb.com/rooms/8499719
8504666,Brownstone DUPLEX - Near Subway,44782700,200,Bedford-Stuyvesant,4,Entire home/apt,Brooklyn,30,1125,87,2,4.83,70,0,https://www.airbnb.com/rooms/8504666
8505785,Furnished Park Avenue 1 BR Apt.,2257246,250,Midtown,2,Entire home/apt,Manhattan,28,1125,90,1,5,1,0,https://www.airbnb.com/rooms/8505785
8507768,"Charming Bedroom, Prime Manhattan Near Museum Mile",436365,70,Upper East Side,2,Private room,Manhattan,30,1125,40,1,4.6,42,0,https://www.airbnb.com/rooms/8507768
8515213,Studio 250 NYC Photo / Video /Showroom Rental,44837740,1000,Midtown,6,Entire home/apt,Manhattan,1,1125,90,1,4.5,4,1,https://www.airbnb.com/rooms/8515213
8520094,Quaint 1 Bedroom in Happenin' E.V,44862166,164,East Village,2,Entire home/apt,Manhattan,1,90,42,2,4.41,281,29,https://www.airbnb.com/rooms/8520094
8520667,Room in 4 Bedroom Brooklyn Apt,9864136,53,Bedford-Stuyvesant,4,Private room,Brooklyn,30,1125,90,1,4,2,0,https://www.airbnb.com/rooms/8520667
8521692,Location!  Large 1 br oasis w doorman & elevator,3321346,350,East Village,2,Entire home/apt,Manhattan,5,1125,3,1,4.83,18,5,https://www.airbnb.com/rooms/8521692
8522933,Charming Cottage in Huge Victorian,44018877,119,Flatbush,6,Entire home/apt,Brooklyn,2,1125,42,3,4.68,213,44,https://www.airbnb.com/rooms/8522933
8525172,Shared Studio (NO PRIVACY) On The Upper East Side,44887928,62,Upper East Side,2,Shared room,Manhattan,30,1125,32,2,4.83,124,0,https://www.airbnb.com/rooms/8525172
8530517,"Sundrenched, Beautiful New Reno",16437254,214,Sunset Park,4,Entire home/apt,Brooklyn,30,365,90,2,4.5,4,0,https://www.airbnb.com/rooms/8530517
8532358,Smile APT in BK,44924968,60,Bedford-Stuyvesant,2,Private room,Brooklyn,30,30,0,1,4.76,42,0,https://www.airbnb.com/rooms/8532358
8533225,Huge Duplex only minutes from NYC,1420715,185,Bushwick,14,Entire home/apt,Brooklyn,3,28,15,7,4.79,208,25,https://www.airbnb.com/rooms/8533225
8533457,"Close to everything, transportation",44924379,56,Jamaica,2,Private room,Queens,1,1125,74,1,4.59,164,39,https://www.airbnb.com/rooms/8533457
8536270,"Walk to UN, Macy's & Empire State Building",44941648,209,Murray Hill,2,Entire home/apt,Manhattan,3,90,12,1,5,176,13,https://www.airbnb.com/rooms/8536270
8555250,"Nice small room for 1 person, near Times Square!",45033175,89,Theater District,1,Private room,Manhattan,5,120,37,1,4.89,137,3,https://www.airbnb.com/rooms/8555250
8588621,Room in beautiful Brownstone Apt,25889382,60,Crown Heights,2,Private room,Brooklyn,2,100,1,1,4.89,96,5,https://www.airbnb.com/rooms/8588621
8593798,"Rustic, Warm Decor in Historic Crown Heights",45226868,120,Crown Heights,4,Entire home/apt,Brooklyn,30,90,0,2,4.77,60,0,https://www.airbnb.com/rooms/8593798
8595036,Cozy room in the heart of Astoria,45232769,49,Astoria,2,Private room,Queens,21,1125,31,1,4.82,89,3,https://www.airbnb.com/rooms/8595036
8595149,"Prime location, Renovated,Inspiring",45231777,164,Upper East Side,4,Entire home/apt,Manhattan,30,30,63,2,4.73,166,6,https://www.airbnb.com/rooms/8595149
8597141,"Private Room, 15min from MANHATTAN",43908809,164,Woodside,1,Private room,Queens,30,1125,89,1,4.5,3,0,https://www.airbnb.com/rooms/8597141
8609779,Spacious Brooklyn Home Close to NYC,4586854,129,Bedford-Stuyvesant,6,Entire home/apt,Brooklyn,30,1125,1,3,4.85,145,0,https://www.airbnb.com/rooms/8609779
8614204,Top (2nd) Floor Limestone Ideal for Large Groups,1367316,93,Prospect-Lefferts Gardens,12,Entire home/apt,Brooklyn,3,28,77,0,4.43,82,12,https://www.airbnb.com/rooms/8614204
8621133,✪ Comfortable 3 Bed & 2 BR Suite✪ Friends & Family,41420696,230,Lower East Side,4,Entire home/apt,Manhattan,4,365,55,3,4.5,123,7,https://www.airbnb.com/rooms/8621133
8622301,Astoria Full Basement Apartment,45354224,117,Astoria,4,Private room,Queens,2,20,17,3,4.96,324,38,https://www.airbnb.com/rooms/8622301
8628425,LRG furnished Loft Space,4481005,36,Park Slope,2,Private room,Brooklyn,2,180,0,0,4.63,52,0,https://www.airbnb.com/rooms/8628425
8630662,Most desired EastVillage retreat,45391169,110,East Village,2,Private room,Manhattan,30,1125,88,1,4.77,79,0,https://www.airbnb.com/rooms/8630662
8646618,NYC suite private Bath+Balcony 8 min Times Square,10164435,68,Astoria,3,Private room,Queens,1,60,37,1,4.67,393,71,https://www.airbnb.com/rooms/8646618
8649999,Cozy private room in Queens NY,45464080,55,Jackson Heights,1,Private room,Queens,30,1125,0,1,5,6,0,https://www.airbnb.com/rooms/8649999
8652729,Beautiful room in a great location NYC!,4154037,49,Harlem,2,Private room,Manhattan,30,1125,0,1,4.97,31,0,https://www.airbnb.com/rooms/8652729
8666770,"Bright Apartment in Union Square, center of NYC",6670077,225,East Village,3,Entire home/apt,Manhattan,30,1125,89,2,4.62,22,0,https://www.airbnb.com/rooms/8666770
8668115,Zen Room in Crown Heights Brooklyn,8996336,50,Crown Heights,2,Private room,Brooklyn,500,1125,89,1,4.6,10,0,https://www.airbnb.com/rooms/8668115
8671786,Quiet and cozy | Large kitchen and living space.,6639602,195,Williamsburg,2,Entire home/apt,Brooklyn,9,1125,29,1,5,2,2,https://www.airbnb.com/rooms/8671786
8683858,纽约之家(PrivateBathroom4),45600001,65,Flushing,2,Private room,Queens,1,1125,69,1,4.7,50,11,https://www.airbnb.com/rooms/8683858
8702690,Spacious & Sunny Heart of Brooklyn,25104068,150,Crown Heights,4,Entire home/apt,Brooklyn,30,93,67,0,5,2,1,https://www.airbnb.com/rooms/8702690
8703711,Cozy Suite near Barclays Center,40828217,90,Prospect-Lefferts Gardens,2,Entire home/apt,Brooklyn,7,14,36,1,4.23,159,9,https://www.airbnb.com/rooms/8703711
8712309,Large sunny bedroom with private bathroom,22577148,96,Bushwick,2,Private room,Brooklyn,10,99,37,1,4.94,114,5,https://www.airbnb.com/rooms/8712309
8730247,Charming  Apt/ Fort Greene Brooklyn,21060064,90,Fort Greene,1,Private room,Brooklyn,30,1125,62,1,5,1,0,https://www.airbnb.com/rooms/8730247
8732919,Private room in Upper West Side,960850,134,Upper West Side,2,Private room,Manhattan,30,1125,89,1,0,2,0,https://www.airbnb.com/rooms/8732919
8736973,Cozy Studio for your Business Trip,45837872,90,Midtown,1,Private room,Manhattan,7,30,50,1,4.62,37,1,https://www.airbnb.com/rooms/8736973
8741446,"Clean, inviting apt.15min to NYC",24597265,175,Ditmars Steinway,5,Entire home/apt,Queens,8,1125,50,5,4.81,67,1,https://www.airbnb.com/rooms/8741446
8753832,"Bright, airy, private room/shared bath-W Harlem",21180442,100,Harlem,2,Private room,Manhattan,1,5,87,1,4.91,64,0,https://www.airbnb.com/rooms/8753832
8754560,Manhattan Private Room with a Garden View (Room 1),45913415,78,Harlem,2,Private room,Manhattan,3,60,1,1,4.75,172,2,https://www.airbnb.com/rooms/8754560
8757726,Cozy Modern 1 Bedroom,123367130,115,Bedford-Stuyvesant,2,Entire home/apt,Brooklyn,3,15,21,1,4.89,92,23,https://www.airbnb.com/rooms/8757726
8760442,Private studio with free reserved parking spot,45937956,95,Jackson Heights,2,Entire home/apt,Queens,3,120,42,1,4.81,134,26,https://www.airbnb.com/rooms/8760442
8763502,Stay here and love Williamsburg!!,45955013,150,Williamsburg,4,Entire home/apt,Brooklyn,5,1125,40,2,4.9,239,7,https://www.airbnb.com/rooms/8763502
8775324,Fantastic one bedroom apt,6408132,80,Crown Heights,2,Entire home/apt,Brooklyn,30,1125,2,1,4.5,10,4,https://www.airbnb.com/rooms/8775324
8776329,Renovated Victorian House,46007686,400,Flatbush,10,Entire home/apt,Brooklyn,30,150,4,7,5,3,0,https://www.airbnb.com/rooms/8776329
8793166,"Cool, cozy urban pad",13456636,73,Bedford-Stuyvesant,2,Entire home/apt,Brooklyn,30,1125,40,1,4.77,186,2,https://www.airbnb.com/rooms/8793166
8801963,Sunny Room With Charming Slate Fireplace,23582893,50,Bushwick,1,Private room,Brooklyn,30,1125,73,1,4.48,25,0,https://www.airbnb.com/rooms/8801963
8816465,"Large, Sunny Family-Friendly Apt. (Smoke-Free)",40800505,135,Bedford-Stuyvesant,3,Entire home/apt,Brooklyn,28,1125,0,2,4.9,32,0,https://www.airbnb.com/rooms/8816465
8825297,COVID SAFE HAVEN. SANITIZED & SPACIOUS DUPLEX!!,46224845,180,East Harlem,6,Entire home/apt,Manhattan,2,1125,0,5,4.91,82,7,https://www.airbnb.com/rooms/8825297
8830825,Spacious Rooms near Barclays Center,40828217,65,Prospect-Lefferts Gardens,2,Private room,Brooklyn,7,14,80,1,4.33,94,4,https://www.airbnb.com/rooms/8830825
8843681,BROWNSTONE  2 BEDROOM DUPLEX WITH YARD,14104350,115,Bedford-Stuyvesant,5,Entire home/apt,Brooklyn,30,60,31,2,4.59,33,0,https://www.airbnb.com/rooms/8843681
8844402,Cozy room in the Heart of Astoria,45232769,78,Astoria,1,Private room,Queens,7,1125,32,1,4.83,126,3,https://www.airbnb.com/rooms/8844402
8845441,Comfy private bedroom in Bushwick,46323110,40,Bushwick,2,Private room,Brooklyn,30,1124,7,0,4.77,82,0,https://www.airbnb.com/rooms/8845441
8847542,private bathroom and balcony,6630815,65,Bushwick,2,Private room,Brooklyn,2,30,55,1,4.66,285,42,https://www.airbnb.com/rooms/8847542
8849758,Peaceful Retreat,23270872,74,Bedford-Stuyvesant,2,Private room,Brooklyn,3,30,89,1,4.91,11,0,https://www.airbnb.com/rooms/8849758
8861269,Harlem Vacation Rental,9933134,170,Harlem,3,Entire home/apt,Manhattan,30,1125,73,1,4.36,37,0,https://www.airbnb.com/rooms/8861269
8869857,纽约之家(SunnyHome2),45600001,55,Flushing,2,Private room,Queens,1,1125,69,1,4.58,106,15,https://www.airbnb.com/rooms/8869857
8924504,Cozy Bright Room In Bushwick NEXT to L and M train,4077292,45,Bushwick,1,Private room,Brooklyn,4,1125,7,1,4.81,68,2,https://www.airbnb.com/rooms/8924504
8929521,Private studio room - Brownstone - Brooklyn,46690777,83,Crown Heights,2,Private room,Brooklyn,4,27,78,1,4.86,72,1,https://www.airbnb.com/rooms/8929521
8942272,Huge Brooklyn Room in Bushwick,9864136,55,Bedford-Stuyvesant,4,Private room,Brooklyn,30,1125,61,1,4.5,4,0,https://www.airbnb.com/rooms/8942272
8952816,CHARMING  ROOM CLOSE TO MANHATTAN,45416627,45,Astoria,1,Private room,Queens,3,1125,50,1,4.68,174,9,https://www.airbnb.com/rooms/8952816
8953200,CLASSIC BEDROOM CLOSE TO MANHATTAN,45416627,60,Astoria,2,Private room,Queens,2,1125,52,1,4.65,163,3,https://www.airbnb.com/rooms/8953200
8953404,LARGE BEDROOM CLOSE TO MANHATTAN,45416627,55,Astoria,2,Private room,Queens,3,1125,60,1,4.76,98,1,https://www.airbnb.com/rooms/8953404
8953625,"PRIVATE, CLEAN, ROOM CLOSE TO MANH",45416627,48,Astoria,1,Private room,Queens,2,1125,33,1,4.77,179,9,https://www.airbnb.com/rooms/8953625
8955750,Sunny Brooklyn Brownstone apartment,46182242,140,Sunset Park,4,Entire home/apt,Brooklyn,30,1125,0,2,4.95,75,0,https://www.airbnb.com/rooms/8955750
8973873,Sunny Loft in Clinton Hill,11458977,108,Clinton Hill,5,Entire home/apt,Brooklyn,30,1125,0,2,4.86,112,0,https://www.airbnb.com/rooms/8973873
8974316,"Great room in Upper Manhattan, New York!!!",4154037,53,Harlem,2,Private room,Manhattan,30,400,0,1,4.83,24,1,https://www.airbnb.com/rooms/8974316
8985316,Upper East close to the subway PERFECT LOCATION,46941561,250,Upper East Side,2,Entire home/apt,Manhattan,33,1124,90,1,4.43,28,0,https://www.airbnb.com/rooms/8985316
8989320,Clean Spacious Residence Near Central Park  North,15105912,161,Harlem,4,Entire home/apt,Manhattan,3,1125,8,3,4.97,258,33,https://www.airbnb.com/rooms/8989320
8993871,"Sunny bedroom with balcony, Queens",46979077,70,Elmhurst,2,Private room,Queens,2,1125,49,1,4.69,160,12,https://www.airbnb.com/rooms/8993871
8995042,Private room in Brooklyn,25077909,50,Bedford-Stuyvesant,2,Private room,Brooklyn,3,1124,4,1,4.71,25,4,https://www.airbnb.com/rooms/8995042
8995426,Manhattan skyline Rm,13813923,55,Long Island City,2,Private room,Queens,1,1125,41,2,4.43,44,0,https://www.airbnb.com/rooms/8995426
9004969,New and stylish NYC pad with gorgeous skylight,47022650,150,East Harlem,2,Entire home/apt,Manhattan,2,1125,77,0,4.75,63,1,https://www.airbnb.com/rooms/9004969
9007767,Spacious Modern Alcove Studio 4,45595980,132,Midtown,4,Entire home/apt,Manhattan,30,1125,31,2,4.7,10,0,https://www.airbnb.com/rooms/9007767
9022913,"Stylish Townhouse, 2 large bedrooms, ensuite bths",47104818,235,Bedford-Stuyvesant,2,Entire home/apt,Brooklyn,7,90,23,3,4.75,8,2,https://www.airbnb.com/rooms/9022913
9025565,Flex 2BR Loft: Cleaning CDC guidelines implemented,7503643,109,Greenpoint,4,Entire home/apt,Brooklyn,30,365,44,2,4.86,7,1,https://www.airbnb.com/rooms/9025565
9028599,Beautiful Room - 10 to Manhattan,4389074,125,Bedford-Stuyvesant,2,Private room,Brooklyn,30,365,90,2,0,1,0,https://www.airbnb.com/rooms/9028599
9030997,ARTISTIC STUDIO FOR TWO,47139912,110,Upper East Side,2,Entire home/apt,Manhattan,30,1125,24,1,4.64,71,0,https://www.airbnb.com/rooms/9030997
9047816,Beautiful Home 1 Stop from Midtown,2660650,100,Long Island City,2,Private room,Queens,4,1125,54,1,4.8,71,7,https://www.airbnb.com/rooms/9047816
9050105,"Prospect Park 3 bedroom, Sleeps 8",47219962,150,Prospect-Lefferts Gardens,8,Entire home/apt,Brooklyn,31,31,33,4,4.69,152,0,https://www.airbnb.com/rooms/9050105
9051437,"Bright, spacious and cozy",14544355,100,Crown Heights,2,Entire home/apt,Brooklyn,30,365,24,1,4.92,72,1,https://www.airbnb.com/rooms/9051437
9051763,"Room in 3BR Condo. Washer & Dryer, gorgeous roof.",1283476,60,Bedford-Stuyvesant,1,Private room,Brooklyn,21,360,0,1,4.83,18,0,https://www.airbnb.com/rooms/9051763
9061145,A room for you in Williamsburg! Only for Women.,47266834,90,Williamsburg,1,Private room,Brooklyn,30,60,2,1,4.91,33,3,https://www.airbnb.com/rooms/9061145
9062515,"Adorable, Artsy 1BR; Hip Location!",21804910,115,Greenpoint,2,Entire home/apt,Brooklyn,7,1125,5,2,4.84,46,2,https://www.airbnb.com/rooms/9062515
9078066,Hip 1 bedroom apt 10' to manhattan,47343188,145,Ditmars Steinway,2,Entire home/apt,Queens,30,30,90,2,4.75,6,0,https://www.airbnb.com/rooms/9078066
9078222,"Prospect Park 3 bdrm, Sleeps 8 (#2)",47219962,150,Prospect-Lefferts Gardens,8,Entire home/apt,Brooklyn,31,31,90,4,4.78,147,0,https://www.airbnb.com/rooms/9078222
9079871,NYCHaven1:,47351539,153,East Flatbush,12,Entire home/apt,Brooklyn,30,210,65,7,4.65,285,14,https://www.airbnb.com/rooms/9079871
9093219,Serenity Space,47411697,80,Harlem,2,Private room,Manhattan,5,24,23,1,4.95,84,0,https://www.airbnb.com/rooms/9093219
9093866,2-bedroom in Landmark building on W116th. Special,47414802,140,Harlem,3,Entire home/apt,Manhattan,30,365,7,2,4.82,11,1,https://www.airbnb.com/rooms/9093866
9106756,Santuary from the City - Sunny Greenpoint Apt,1692708,140,Greenpoint,2,Entire home/apt,Brooklyn,30,30,63,1,5,2,0,https://www.airbnb.com/rooms/9106756
9111254,Bright & Spacious Private Bedroom - Queen Bed,10040649,35,Crown Heights,2,Private room,Brooklyn,30,60,39,1,5,6,3,https://www.airbnb.com/rooms/9111254
9112676,"!! CLASSIC, LUXURY & CHARM !! By Central Park UWS",1202621,275,Upper West Side,4,Entire home/apt,Manhattan,30,1125,4,2,4.86,44,0,https://www.airbnb.com/rooms/9112676
9113032,Large 1 Bedroom apartment in 1897 landmarked house,15175378,112,Crown Heights,4,Entire home/apt,Brooklyn,30,90,0,2,4.85,124,4,https://www.airbnb.com/rooms/9113032
9116018,Full-Sized Harlem Room with Style,12690012,60,Harlem,2,Private room,Manhattan,30,365,62,1,5,17,0,https://www.airbnb.com/rooms/9116018
9138319,Huge 2BR in the heart of Brooklyn,2264413,150,Prospect-Lefferts Gardens,6,Entire home/apt,Brooklyn,30,1124,0,2,4.8,10,0,https://www.airbnb.com/rooms/9138319
9146595,Super Cozy Private Apt on Gnd Fl. in Brooklyn Home,835110,116,Bedford-Stuyvesant,4,Entire home/apt,Brooklyn,2,1125,0,3,4.9,155,4,https://www.airbnb.com/rooms/9146595
9149930,Prime west village ~Charming 1BR,2119276,160,West Village,3,Entire home/apt,Manhattan,30,365,9,2,4.5,18,3,https://www.airbnb.com/rooms/9149930
9150194,Sunny Private Room nr 4 Train Lines,22489244,79,Williamsburg,2,Private room,Brooklyn,3,14,25,1,4.79,99,6,https://www.airbnb.com/rooms/9150194
9155212,Cozy East Village Room,47661247,72,East Village,1,Private room,Manhattan,30,1100,6,1,4.92,12,1,https://www.airbnb.com/rooms/9155212
9162161,Huge new modern chic renovated@west 48th street!,914838,70,Hell's Kitchen,2,Entire home/apt,Manhattan,30,365,63,1,3.4,5,1,https://www.airbnb.com/rooms/9162161
9165191,Sunny Garden Facing Bedroom,16947579,30,Bedford-Stuyvesant,1,Private room,Brooklyn,30,1125,18,1,4.89,10,0,https://www.airbnb.com/rooms/9165191
9167889,A Unique studio apartment,17943391,91,Harlem,3,Entire home/apt,Manhattan,30,90,42,3,4.76,261,2,https://www.airbnb.com/rooms/9167889
9178165,Great Space..  Central Park Area!,527811,74,East Harlem,4,Private room,Manhattan,1,13,59,2,4.52,303,40,https://www.airbnb.com/rooms/9178165
9181483,My Casa Ur Home Away From Home,47773961,86,East Village,2,Private room,Manhattan,4,1125,4,1,4.95,85,2,https://www.airbnb.com/rooms/9181483
9181806,Beautiful Modern  Apartment Near Downtown Brooklyn,47232411,134,Bedford-Stuyvesant,2,Entire home/apt,Brooklyn,2,1125,28,1,4.95,59,46,https://www.airbnb.com/rooms/9181806
9182008,Huge  2 bdrm Apt in best area with Patio/Parking,16176030,139,Ditmars Steinway,5,Entire home/apt,Queens,3,1125,32,1,4.58,32,9,https://www.airbnb.com/rooms/9182008
9218893,"Spread Love, It's the Brooklyn Way!",47938104,70,Crown Heights,2,Private room,Brooklyn,30,1125,90,2,4.76,17,0,https://www.airbnb.com/rooms/9218893
9227929,Discounted Manhattan Superhost Garden Apartment,2807798,180,Washington Heights,6,Entire home/apt,Manhattan,1,1125,26,4,4.92,235,41,https://www.airbnb.com/rooms/9227929
9230738,Charming 1-bed apt w/ private deck,4031222,185,Upper West Side,2,Entire home/apt,Manhattan,5,1125,8,1,4.75,20,3,https://www.airbnb.com/rooms/9230738
9232861,Midtown East Modern Alcove Studio 5,45595980,132,Midtown,4,Entire home/apt,Manhattan,30,1125,4,2,5,6,0,https://www.airbnb.com/rooms/9232861
9240346,Charming Union Sq Studio w/Elevator - deep cleaned,2598539,140,East Village,4,Entire home/apt,Manhattan,1,1125,25,2,4.81,339,61,https://www.airbnb.com/rooms/9240346
9242243,Cozy 1bdrm apt in Midtown Manhattan,3335559,250,Midtown,4,Entire home/apt,Manhattan,1,1125,11,2,4.58,19,2,https://www.airbnb.com/rooms/9242243
9271742,Spacious Private Ground Floor Studio Apt.,2801328,130,Bedford-Stuyvesant,2,Entire home/apt,Brooklyn,2,1125,18,1,4.93,171,22,https://www.airbnb.com/rooms/9271742
9278192,*LARGE PRIVATE ROOM WITH A LARGE WINDOW*,48183551,58,Elmhurst,2,Private room,Queens,6,60,52,1,4.97,105,10,https://www.airbnb.com/rooms/9278192
9289159,"Beautiful 5bedrm duplex, great 4 groups sleeps 10",43963802,582,Harlem,11,Entire home/apt,Manhattan,3,30,65,6,4.83,71,4,https://www.airbnb.com/rooms/9289159
9300556,A Express train Bed Stuy Getaway,1550888,95,Crown Heights,4,Entire home/apt,Brooklyn,30,360,27,2,5,4,0,https://www.airbnb.com/rooms/9300556
9301647,Semi-Private Space in Prime Midtown East,9226879,76,Midtown,2,Private room,Manhattan,30,1125,69,1,5,6,0,https://www.airbnb.com/rooms/9301647
9310959,"Cozy, 1 bedroom Brownstone Apt",7065964,140,Crown Heights,8,Entire home/apt,Brooklyn,2,1125,22,4,4.86,231,37,https://www.airbnb.com/rooms/9310959
