id,name,host_id,price,neighborhood,accommodates,room_type,borough,minimum_nights,maximum_nights,availability_90,beds,review_scores_rating,number_of_reviews,number_of_reviews_ltm,listing_url
42596580,Spacious and bright apartment in Brooklyn,17303651,41,Crown Heights,2,Private room,Brooklyn,30,360,72,NA,5,1,0,https://www.airbnb.com/rooms/42596580
42602038,"Spectacular Midtown 2 BED w /W/D,Gym, Balcony#6116",113723310,290,Kips Bay,5,Entire home/apt,Manhattan,30,1125,62,2,4.71,7,4,https://www.airbnb.com/rooms/42602038
42603616,Cozy stylish studio,265666981,249,Hell's Kitchen,3,Private room,Manhattan,30,1125,89,1,5,1,0,https://www.airbnb.com/rooms/42603616
42603690,Stunning Nomad 1BR steps to subway. Best Location!,171812142,149,Midtown,4,Entire home/apt,Manhattan,30,180,48,2,1,1,0,https://www.airbnb.com/rooms/42603690
42608006,"Modern 1B, 1 stop from Grand Central",102886686,150,Long Island City,3,Entire home/apt,Queens,30,1125,3,1,5,1,1,https://www.airbnb.com/rooms/42608006
42609306,PRIME Location! FEMALE only shared space B,306295899,49,Midtown,1,Shared room,Manhattan,30,1125,1,2,5,5,2,https://www.airbnb.com/rooms/42609306
42609661,Blow up bed private room very low price for nyc,30542864,20,Canarsie,2,Private room,Brooklyn,30,1125,29,NA,3,4,1,https://www.airbnb.com/rooms/42609661
42610243,2020 Remodeled Brand New apartment in Bushwick,334163301,45,Bushwick,2,Private room,Brooklyn,30,1125,30,1,5,1,1,https://www.airbnb.com/rooms/42610243
42620528,"Modern & Bright Apt in Historic Harlem,  Manhattan",299565154,160,Harlem,4,Entire home/apt,Manhattan,1,1125,8,2,5,3,0,https://www.airbnb.com/rooms/42620528
42622550,Unique 1 bedroom apt in heart of shopping district,7652744,205,Midtown,4,Entire home/apt,Manhattan,3,28,16,4,4.85,39,38,https://www.airbnb.com/rooms/42622550
42624244,2BR1BA apartment: access to G & A/E subway line,19303369,46,Bedford-Stuyvesant,2,Private room,Brooklyn,30,1125,40,1,4.5,2,1,https://www.airbnb.com/rooms/42624244
42624276,Gorgeous & Luxurious 3BRD APT- Upper West Side,339556605,971,Upper West Side,6,Entire home/apt,Manhattan,4,1125,45,3,5,6,5,https://www.airbnb.com/rooms/42624276
42624384,Private bathroom apartment in Jackson heights,334163301,43,Jackson Heights,2,Private room,Queens,30,1125,30,1,5,1,1,https://www.airbnb.com/rooms/42624384
42624676,Private bathroom in Jackson heights Queens,334163301,43,Jackson Heights,2,Private room,Queens,30,1125,30,1,5,1,0,https://www.airbnb.com/rooms/42624676
42624860,NOMAD Penthouse Loft,3197762,850,Midtown,4,Entire home/apt,Manhattan,30,1125,90,NA,0,1,0,https://www.airbnb.com/rooms/42624860
42625491,15min from Manhattan(Express)+Renovated Bathroom,334163301,36,Woodside,1,Private room,Queens,30,1125,42,1,5,1,1,https://www.airbnb.com/rooms/42625491
42626549,"Newly built Apt in 2015, 3min to Subway",334163301,39,Elmhurst,2,Private room,Queens,30,1125,1,1,4.67,3,3,https://www.airbnb.com/rooms/42626549
42627101,2 bedroom two baths newly Renovated Apartment,339584418,185,Bushwick,4,Entire home/apt,Brooklyn,4,1125,62,2,4.52,27,22,https://www.airbnb.com/rooms/42627101
42627429,Manhattan Large Private Room 12 min to Time Square,10415675,62,Harlem,2,Private room,Manhattan,30,1125,90,1,5,2,0,https://www.airbnb.com/rooms/42627429
42632022,"Shared room in the heart of Bushwick/J, M, L train",216235179,28,Bushwick,2,Private room,Brooklyn,35,365,34,2,4,1,1,https://www.airbnb.com/rooms/42632022
42632218,"Cozy shared room close to J, M, L trains, near gym",216235179,29,Bushwick,2,Private room,Brooklyn,35,365,45,2,1,1,1,https://www.airbnb.com/rooms/42632218
42644784,2部屋でのシェア　ブルックリンの大人気エリアのウィリアムズバーグから３駅　駅から徒歩3分の好立地　,334163301,39,Bedford-Stuyvesant,2,Private room,Brooklyn,30,1125,40,1,2,1,1,https://www.airbnb.com/rooms/42644784
42645101,Luxury living XL spacious condo. Magnificent views,335368354,842,Hell's Kitchen,6,Entire home/apt,Manhattan,5,1125,39,4,4.98,50,40,https://www.airbnb.com/rooms/42645101
42646331,Luxurious Oasis near Central Park & Lincoln Center,339756700,875,Upper West Side,6,Entire home/apt,Manhattan,3,1125,23,3,4.89,18,18,https://www.airbnb.com/rooms/42646331
42646624,2020 New construction in Williamsburg,200239515,55,Williamsburg,2,Private room,Brooklyn,30,1125,55,NA,5,1,1,https://www.airbnb.com/rooms/42646624
42646720,Popular Room NEW Apartment Williamsburg 2020,200239515,45,Williamsburg,2,Private room,Brooklyn,30,1125,10,NA,5,1,1,https://www.airbnb.com/rooms/42646720
42648198,"Shining Solo Room in Astoria. Wifi, Netflix->30th sta",137358866,58,Astoria,1,Private room,Queens,30,1125,33,1,4.67,3,2,https://www.airbnb.com/rooms/42648198
42655702,Stunning Midtown 1 Bed w/Laundry and Doorman #6133,113723310,175,Midtown,3,Entire home/apt,Manhattan,30,1125,33,1,5,6,3,https://www.airbnb.com/rooms/42655702
42656919,Come Relax in Brooklyn and Be My Guest,339827309,81,Bushwick,2,Private room,Brooklyn,3,60,1,2,4.92,12,11,https://www.airbnb.com/rooms/42656919
42659767,Spacious Midtown East Apt,61396454,250,Midtown,6,Entire home/apt,Manhattan,30,1125,24,3,4.56,9,5,https://www.airbnb.com/rooms/42659767
42660202,POSTED UP ON PUTNAM,359886812,79,Bushwick,2,Private room,Brooklyn,1,10,83,1,4.89,148,117,https://www.airbnb.com/rooms/42660202
42661215,PUTNAMASTE,359886812,80,Bushwick,2,Private room,Brooklyn,1,10,84,1,4.97,133,102,https://www.airbnb.com/rooms/42661215
42661402,PRETTY POPULAR ON PUTNAM,359886812,87,Bushwick,2,Private room,Brooklyn,1,10,82,1,4.94,144,96,https://www.airbnb.com/rooms/42661402
42665701,Affordable room #4,30542864,25,Canarsie,2,Private room,Brooklyn,30,1125,67,NA,2.25,4,1,https://www.airbnb.com/rooms/42665701
42666898,Clean and beautiful studio in Midtown,8686625,113,Midtown,2,Entire home/apt,Manhattan,2,1125,3,0,4.88,32,31,https://www.airbnb.com/rooms/42666898
42668342,Big Spacious room in trendy East Williamsburg,53710434,60,Bushwick,2,Private room,Brooklyn,2,10,53,NA,5,1,0,https://www.airbnb.com/rooms/42668342
42669255,Beautiful Harlem Brownstone Apartment,339927331,95,Harlem,2,Entire home/apt,Manhattan,4,1125,32,1,4.66,32,28,https://www.airbnb.com/rooms/42669255
42670969,Gorgeous NYC Paradise w/ Huge Outdoor Terrace,57655724,1000,Upper West Side,6,Entire home/apt,Manhattan,3,1125,56,3,5,6,3,https://www.airbnb.com/rooms/42670969
42678895,Luxe Apt Steps from Central Park & Lincoln Center,339950390,870,Upper West Side,6,Entire home/apt,Manhattan,6,1125,49,3,4.8,5,5,https://www.airbnb.com/rooms/42678895
42686626,"Cozy Private Room, Walking Distance From LGA,Rm-7",187822288,50,East Elmhurst,1,Private room,Queens,1,14,64,1,4.8,98,84,https://www.airbnb.com/rooms/42686626
42688012,★ NEWLY RENOVATED SUNLIT STUDIO ON UpperEastSide ★,9293730,129,Upper East Side,3,Entire home/apt,Manhattan,30,365,33,2,5,5,2,https://www.airbnb.com/rooms/42688012
42689441,Townhouse w/Porch and Courtyard,324663268,189,East Flatbush,6,Entire home/apt,Brooklyn,2,28,16,2,4.86,36,36,https://www.airbnb.com/rooms/42689441
42693815,"Cozy Private Room, Walking Distance From LGA, Rm 8",187822288,62,East Elmhurst,2,Private room,Queens,1,14,65,1,4.7,96,69,https://www.airbnb.com/rooms/42693815
42693878,Entire private sunny apt with 2 full bedrooms,82277,179,Williamsburg,4,Entire home/apt,Brooklyn,6,1125,11,2,4.79,28,22,https://www.airbnb.com/rooms/42693878
42705723,Cozy NYC room in Vibrant neighborhood.,962673,55,Washington Heights,2,Private room,Manhattan,30,1125,90,1,5,1,0,https://www.airbnb.com/rooms/42705723
42711037,Large and Quite Private Bedroom near Central Park,340212196,89,Midtown,1,Private room,Manhattan,3,180,26,1,5,4,0,https://www.airbnb.com/rooms/42711037
42726674,Sweet Home,340298962,75,Harlem,2,Private room,Manhattan,1,1125,85,1,5,5,5,https://www.airbnb.com/rooms/42726674
42735065,Perfect Studio on Upper East Side (30 days MIN),23772724,140,Upper East Side,4,Entire home/apt,Manhattan,30,1125,5,2,5,2,1,https://www.airbnb.com/rooms/42735065
42738424,Spacious 2 Bed on Park Avenue w/ W/D and Gym #6110,113723310,300,Murray Hill,5,Entire home/apt,Manhattan,30,1125,2,2,4.75,4,3,https://www.airbnb.com/rooms/42738424
42740396,Cozy & Modern Home Share for Young Professionals,253836845,68,Bedford-Stuyvesant,1,Private room,Brooklyn,30,1125,63,1,4.75,4,4,https://www.airbnb.com/rooms/42740396
42741230,The Red Room,189237804,86,Canarsie,2,Private room,Brooklyn,1,1125,72,1,4.5,6,6,https://www.airbnb.com/rooms/42741230
42741731,Delighted 2BR & 2BT in the best area of Manhattan!,268216456,320,Midtown,5,Entire home/apt,Manhattan,3,1125,0,3,4.31,16,10,https://www.airbnb.com/rooms/42741731
42742199,Twin Room in Coliving | PACE University 25 min,334383362,29,Bedford-Stuyvesant,2,Shared room,Brooklyn,30,1125,76,2,4.67,3,2,https://www.airbnb.com/rooms/42742199
42758392,Entire Cozy Studio on Wall Street,284115162,110,Financial District,4,Entire home/apt,Manhattan,30,1125,74,NA,1,1,1,https://www.airbnb.com/rooms/42758392
42761430,NEW renovated bathroom & Private backyard,334163301,32,Elmhurst,2,Private room,Queens,30,1125,44,1,5,2,1,https://www.airbnb.com/rooms/42761430
42761605,EXECUTIVE APARTMENT IN TIMES SQUARE 3 BEDS,339024590,650,Hell's Kitchen,6,Entire home/apt,Manhattan,30,1125,90,3,4.33,9,7,https://www.airbnb.com/rooms/42761605
42761887,400sqft HUGEroom  2min expresstrain & 1min LIRR,200239515,45,Woodside,4,Private room,Queens,30,1125,30,2,1,1,1,https://www.airbnb.com/rooms/42761887
42762081,Good location♪ 2min from station! 5Lines u can use,19303369,38,Woodside,1,Private room,Queens,30,1125,30,1,3,2,1,https://www.airbnb.com/rooms/42762081
42762205,Good location♪ 2min from station! 5Lines u can use,334163301,39,Woodside,1,Private room,Queens,30,1125,30,1,4,1,1,https://www.airbnb.com/rooms/42762205
42764432,Modern and Cozy in the Heart of East Village,290174259,299,East Village,4,Entire home/apt,Manhattan,30,1125,1,2,4.23,13,4,https://www.airbnb.com/rooms/42764432
42769704,Great Access! Close to station/5line u can use!!,19303369,34,Woodside,1,Private room,Queens,30,1125,31,1,4,2,1,https://www.airbnb.com/rooms/42769704
42776253,★★LUXURY TOP FLOOR | ❤ASTORIA | WiFi | 15 MIN NYC,20405437,132,Ditmars Steinway,2,Private room,Queens,2,180,74,1,4.88,65,40,https://www.airbnb.com/rooms/42776253
42791410,Perfect WFH or Staycation in the LES!,4297109,127,Lower East Side,3,Entire home/apt,Manhattan,2,14,7,1,4.9,86,66,https://www.airbnb.com/rooms/42791410
42795487,New apartment in Bushwick 2020,19303369,45,Bushwick,1,Private room,Brooklyn,30,1125,31,1,4,1,0,https://www.airbnb.com/rooms/42795487
42805340,Bright 2 BR in high rise with private balcony,91806581,221,Murray Hill,5,Entire home/apt,Manhattan,30,1125,79,2,4.5,2,0,https://www.airbnb.com/rooms/42805340
42805754,Modern and luxurious 1 BR with private Balcony,91806581,195,Murray Hill,4,Entire home/apt,Manhattan,30,1125,60,2,4.25,4,2,https://www.airbnb.com/rooms/42805754
42816863,Riverside Suite 5 star,128305959,89,Washington Heights,2,Private room,Manhattan,30,1125,1,1,5,1,0,https://www.airbnb.com/rooms/42816863
42831981,Double-Bed in Sunset Park/Industry City,264569855,40,Sunset Park,2,Shared room,Brooklyn,1,1125,48,1,3.67,3,2,https://www.airbnb.com/rooms/42831981
42835727,The Murray King Executive,61391963,133,Midtown,3,Entire home/apt,Manhattan,30,1125,57,1,5,5,3,https://www.airbnb.com/rooms/42835727
42835790,The Grand Executive,61391963,125,Murray Hill,2,Entire home/apt,Manhattan,30,1125,66,1,5,2,1,https://www.airbnb.com/rooms/42835790
42838791,Stunning Penthouse in heart of shopping district,7652744,445,Midtown,5,Entire home/apt,Manhattan,3,90,31,1,4.62,39,38,https://www.airbnb.com/rooms/42838791
42841450,Grandma's House,55425915,179,Bedford-Stuyvesant,4,Entire home/apt,Brooklyn,3,1125,37,2,5,26,25,https://www.airbnb.com/rooms/42841450
42842946,COZY 2BEDS CLEAN | MODERN,160492333,264,Greenpoint,4,Entire home/apt,Brooklyn,1,1125,49,2,4.89,105,85,https://www.airbnb.com/rooms/42842946
42856062,Huge and practice private Room.,46722604,65,Harlem,2,Private room,Manhattan,30,1125,87,1,5,1,0,https://www.airbnb.com/rooms/42856062
42878514,Amazing UES 2 Bed w/ Laundry and Doorman  #6134,113723310,185,Upper East Side,5,Entire home/apt,Manhattan,30,1125,32,3,4.4,5,4,https://www.airbnb.com/rooms/42878514
42882271,Private Bed-Stuy Duplex! 15-20 minutes to the City,62927172,300,Bedford-Stuyvesant,4,Entire home/apt,Brooklyn,3,1125,48,2,5,15,2,https://www.airbnb.com/rooms/42882271
42888442,Cozy UES 2 Bed  w/ Laundry and Doorman #6131,113723310,200,Upper East Side,5,Entire home/apt,Manhattan,30,1125,63,2,4.67,6,6,https://www.airbnb.com/rooms/42888442
42910622,New Modern Apt. 1 Bed/1.5 Bath in Williamsburg,53963410,130,Williamsburg,2,Entire home/apt,Brooklyn,31,1125,3,1,5,2,2,https://www.airbnb.com/rooms/42910622
42913200,LONG STAYS WELCOME Spacious APT by Penn station,308736652,247,Chelsea,3,Entire home/apt,Manhattan,30,1125,50,1,5,1,0,https://www.airbnb.com/rooms/42913200
42913604,Entire private 2 bedroom APT with patio and garden,82277,189,Williamsburg,4,Entire home/apt,Brooklyn,6,1125,19,2,4.84,37,27,https://www.airbnb.com/rooms/42913604
42917291,Access to Both N/W & M/R Line :Small Cozy room,334163301,39,Astoria,1,Private room,Queens,30,1125,41,1,4.5,2,2,https://www.airbnb.com/rooms/42917291
42923015,Prime Location TimesSquare Room W.private bathroom,206451695,110,Hell's Kitchen,3,Private room,Manhattan,30,1125,71,1,1,1,1,https://www.airbnb.com/rooms/42923015
42925669,Amazing UES 1 Bed w/ Laundry and Doorman #6132,113723310,165,Upper East Side,3,Entire home/apt,Manhattan,30,1124,33,2,4,3,3,https://www.airbnb.com/rooms/42925669
42925816,Private studio with Garden in Williamsburg,287993031,152,Williamsburg,2,Entire home/apt,Brooklyn,30,1125,33,1,4.79,42,37,https://www.airbnb.com/rooms/42925816
42926459,Private cute studio in Williamsburg,287993031,111,Williamsburg,2,Entire home/apt,Brooklyn,30,1125,12,0,4.68,72,71,https://www.airbnb.com/rooms/42926459
42926509,Very Sunny and Clean Apartment in Prospect Park,7526370,65,Crown Heights,2,Entire home/apt,Brooklyn,90,90,26,1,5,4,2,https://www.airbnb.com/rooms/42926509
42927825,Chic & Spacious SoHa One Bedroom Apartment #10334,314410176,250,Harlem,2,Entire home/apt,Manhattan,30,1125,20,2,5,5,4,https://www.airbnb.com/rooms/42927825
42935766,Big Bedroom New apartment in Williamsburg,204704622,45,Williamsburg,2,Private room,Brooklyn,30,1125,1,1,5,1,1,https://www.airbnb.com/rooms/42935766
42935943,Good Room New apartment in Williamsburg,204704622,46,Williamsburg,2,Private room,Brooklyn,30,1125,54,NA,5,1,1,https://www.airbnb.com/rooms/42935943
42938323,"Ideal Kips Bay 1BR w/ Doorman, Elevator, Gym, by Blueground",107434423,333,Kips Bay,2,Entire home/apt,Manhattan,30,1125,1,1,5,1,1,https://www.airbnb.com/rooms/42938323
42949306,Shared Room in Modern Coliving | GYM,340094184,25,Bedford-Stuyvesant,3,Shared room,Brooklyn,30,1125,25,3,4,2,2,https://www.airbnb.com/rooms/42949306
42963167,Williamsburg Good New apartment,200239515,48,Williamsburg,2,Private room,Brooklyn,30,1125,44,1,4,1,1,https://www.airbnb.com/rooms/42963167
42966348,BIG XL STUDIO WEST VILLAGE - UNBEATABLE LOCATION,296353622,200,West Village,3,Entire home/apt,Manhattan,30,1125,65,1,3.83,6,6,https://www.airbnb.com/rooms/42966348
42970160,"Cozy, Comfy, Sweet Harlem!",24800102,95,East Harlem,3,Entire home/apt,Manhattan,1,1125,70,1,4.67,12,6,https://www.airbnb.com/rooms/42970160
42971061,PRIME Location:2min Subway 1min LIRR & NEWLY Built,334163301,35,Woodside,1,Private room,Queens,30,1125,33,1,3,1,0,https://www.airbnb.com/rooms/42971061
42972034,New(2015) Room & easy commute to Manhattan 35min,334163301,37,Elmhurst,2,Private room,Queens,30,1125,46,1,5,1,1,https://www.airbnb.com/rooms/42972034
42973259,New! Beautiful! Fun Home! Main St! Free Parking,342060071,186,Flushing,8,Entire home/apt,Queens,30,1125,48,6,5,9,5,https://www.airbnb.com/rooms/42973259
42975689,LIC Getaway 2 | 5 MIN TO NYC,33320745,167,Long Island City,5,Entire home/apt,Queens,30,1125,50,2,4.82,11,10,https://www.airbnb.com/rooms/42975689
42982910,BIG XL STUDIO IN WEST VILLAGE,296353622,200,West Village,3,Entire home/apt,Manhattan,15,1125,33,1,4.89,9,8,https://www.airbnb.com/rooms/42982910
42982980,Brooklyn Best 1 Bedroom,10786181,119,Fort Greene,2,Entire home/apt,Brooklyn,14,90,19,1,5,2,2,https://www.airbnb.com/rooms/42982980
42988339,New Penthouse.  3 bed huge sunny loft with terrace,1594095,550,Williamsburg,3,Entire home/apt,Brooklyn,30,180,13,2,5,1,0,https://www.airbnb.com/rooms/42988339
42988902,Brooklyn Best 3 bedroom Fort Greene,10786181,199,Fort Greene,7,Entire home/apt,Brooklyn,30,90,89,5,2.5,2,1,https://www.airbnb.com/rooms/42988902
42988932,"$200/ week, Cheap studio space in Queens NY!",245238363,40,Elmhurst,1,Entire home/apt,Queens,30,90,31,1,5,1,0,https://www.airbnb.com/rooms/42988932
42996551,Spacious Midtown 2BR | Desk | Washer/Dryer | GLS,30283594,503,Hell's Kitchen,5,Entire home/apt,Manhattan,30,1125,1,3,5,1,1,https://www.airbnb.com/rooms/42996551
42997858,Your NYC Home #10335,314410176,234,Harlem,3,Entire home/apt,Manhattan,30,1125,7,2,5,3,2,https://www.airbnb.com/rooms/42997858
42998493,100% Private Apartment in Brooklyn Next To N-Train,342333414,64,Sunset Park,2,Private room,Brooklyn,2,30,21,1,4.7,10,8,https://www.airbnb.com/rooms/42998493
43002696,Comfy Romantic studio in Williamsburg,287993031,135,Williamsburg,2,Entire home/apt,Brooklyn,30,1125,16,1,4.7,27,26,https://www.airbnb.com/rooms/43002696
43002941,The Alice Studio in Williamsburg !,287993031,121,Williamsburg,2,Entire home/apt,Brooklyn,1,1125,20,1,4.87,69,68,https://www.airbnb.com/rooms/43002941
43003043,Amazing Large Top Floor Apartment/King Bed,287993031,183,Williamsburg,4,Entire home/apt,Brooklyn,2,1125,27,1,5,45,44,https://www.airbnb.com/rooms/43003043
43012924,"Brand new 3 bedroom apt, sunny, subway 3 minutes.",75395247,150,Williamsburg,6,Entire home/apt,Brooklyn,365,1125,62,3,4.6,5,1,https://www.airbnb.com/rooms/43012924
43014791,Great room in a quiet house,22823937,35,Harlem,1,Private room,Manhattan,30,1125,1,1,5,1,1,https://www.airbnb.com/rooms/43014791
43018237,Sunny Cozy Loft in Greenpoint,1387051,65,Greenpoint,3,Entire home/apt,Brooklyn,30,100,1,1,5,1,0,https://www.airbnb.com/rooms/43018237
43034172,Amazing large 2 bedrooms/center of Williamsburg,14156628,125,Williamsburg,4,Entire home/apt,Brooklyn,30,1125,2,2,4.82,11,4,https://www.airbnb.com/rooms/43034172
43035357,Large Family House 3Br/2B - Self Check and Parking,165858696,182,Jamaica,10,Entire home/apt,Queens,2,45,54,7,4.41,32,26,https://www.airbnb.com/rooms/43035357
43044085,URBAN FARM APARTMENT LIC,33320745,199,Long Island City,4,Entire home/apt,Queens,30,1125,60,2,5,12,11,https://www.airbnb.com/rooms/43044085
43044938,Shared Apartment In Midtown East 1,340793389,65,Midtown,2,Shared room,Manhattan,30,1125,90,8,4.5,2,0,https://www.airbnb.com/rooms/43044938
43047769,Aiyanna's Retreat,24243859,259,Bedford-Stuyvesant,8,Entire home/apt,Brooklyn,30,1125,90,3,1,1,1,https://www.airbnb.com/rooms/43047769
43053652,Best town in Queens : Reasonable long term stay,204704622,41,Astoria,1,Private room,Queens,30,1125,51,1,4,1,1,https://www.airbnb.com/rooms/43053652
43054040,"amazing, Williamsburg, super clean, prime location",223917190,120,Williamsburg,3,Entire home/apt,Brooklyn,30,1125,33,2,4.67,3,0,https://www.airbnb.com/rooms/43054040
43054170,Beautifully designed 1 bedroom,61391963,117,Kips Bay,2,Entire home/apt,Manhattan,30,1125,62,1,5,1,1,https://www.airbnb.com/rooms/43054170
43060572,Bright and airy 1 BR in heart of East Village!,70786342,194,East Village,3,Entire home/apt,Manhattan,30,1125,23,1,4.8,5,4,https://www.airbnb.com/rooms/43060572
43060685,★★Amazing home with views | 10 min subway to NYC★★,20405437,134,Ditmars Steinway,2,Private room,Queens,1,1125,80,1,4.88,64,46,https://www.airbnb.com/rooms/43060685
43069280,Selina Chelsea NYC - Standard Room,342821708,243,Chelsea,2,Private room,Manhattan,1,28,90,1,4.32,34,34,https://www.airbnb.com/rooms/43069280
43069498,Selina Chelsea NYC - Deluxe Room,342821708,258,Chelsea,2,Private room,Manhattan,1,28,90,1,3.81,31,31,https://www.airbnb.com/rooms/43069498
43069652,Selina Chelsea NYC - Unique Room,342821708,443,Chelsea,2,Private room,Manhattan,1,28,67,1,3.14,7,7,https://www.airbnb.com/rooms/43069652
43071731,Cute and Cozy Pad In the Middle of ToonTown,342847741,171,East Village,2,Entire home/apt,Manhattan,5,1125,19,1,5,3,3,https://www.airbnb.com/rooms/43071731
43077104,Entire Place West Village 1 Bedroom Up to 4 People,5300585,221,West Village,2,Private room,Manhattan,3,1125,48,2,4.96,25,23,https://www.airbnb.com/rooms/43077104
43078862,Cozy Sunset Park with Woodsy Fun Furniture,19258433,74,Sunset Park,4,Entire home/apt,Brooklyn,7,1125,11,4,4.25,4,1,https://www.airbnb.com/rooms/43078862
43080063,Brooklyn Luxury Gorgeous 2 Bedroom Apt,139145066,160,East New York,4,Private room,Brooklyn,2,30,86,0,4.42,12,6,https://www.airbnb.com/rooms/43080063
43103808,Beautiful Brownstone Apt.,79720116,75,Harlem,1,Entire home/apt,Manhattan,30,1125,33,2,5,1,1,https://www.airbnb.com/rooms/43103808
43104937,Artsy Clinton Hill Hideout,51965453,80,Bedford-Stuyvesant,2,Private room,Brooklyn,1,1125,34,1,4.97,35,15,https://www.airbnb.com/rooms/43104937
43105617,Private bedroom in shared artist apartment .,197372149,87,Harlem,2,Private room,Manhattan,1,1125,36,0,4.82,65,48,https://www.airbnb.com/rooms/43105617
43108992,Comfy Lenox Ave room 4mins walk to 134 St  Station,137358866,44,Harlem,1,Private room,Manhattan,30,365,0,1,5,2,2,https://www.airbnb.com/rooms/43108992
43117552,The Wabbit Hole III (3-Bedroom Duplex),333624974,449,Bedford-Stuyvesant,8,Entire home/apt,Brooklyn,2,60,45,4,4.89,38,37,https://www.airbnb.com/rooms/43117552
43124952,1 Bed in a 4-Bed Male Dorm with Private Bathroom,82111391,50,Long Island City,1,Shared room,Queens,1,365,89,4,4.27,22,22,https://www.airbnb.com/rooms/43124952
43124955,1 Bed in a 4-Bed Mixed  Dorm with Private Bathroom,82111391,50,Long Island City,1,Shared room,Queens,1,365,90,4,4.83,6,6,https://www.airbnb.com/rooms/43124955
43124960,1 Bed in a 4-Bed Female Dorm with Private Bathroom,82111391,50,Long Island City,1,Shared room,Queens,1,365,90,4,3.75,8,8,https://www.airbnb.com/rooms/43124960
43124979,Double Room with one Queen Bed and a Private Bath,82111391,122,Long Island City,2,Private room,Queens,1,365,14,1,4.45,65,60,https://www.airbnb.com/rooms/43124979
43125802,Pre War Large Apt Clinton Hill,309936083,120,Clinton Hill,2,Private room,Brooklyn,7,1125,11,1,5,1,0,https://www.airbnb.com/rooms/43125802
43126400,Lux 2 bedroom in Bushwick with a garden,1401526,115,Bushwick,4,Entire home/apt,Brooklyn,30,1125,31,3,4.75,4,4,https://www.airbnb.com/rooms/43126400
43127075,Cozy room in the heart of Manhattan!,251188628,50,Hell's Kitchen,2,Private room,Manhattan,30,60,32,1,5,1,0,https://www.airbnb.com/rooms/43127075
43131075,Safe Private Room in UWS Manhattan,340101464,59,Upper West Side,1,Private room,Manhattan,30,1125,12,1,4.67,3,1,https://www.airbnb.com/rooms/43131075
43131415,Private Room in Serviced Coliving Apt,284548162,61,Bedford-Stuyvesant,1,Private room,Brooklyn,30,1125,79,1,4,1,0,https://www.airbnb.com/rooms/43131415
43131502,Private Room in All-Inclusive Coliving Apt,291033670,60,Bedford-Stuyvesant,1,Private room,Brooklyn,30,1125,5,1,4.33,3,2,https://www.airbnb.com/rooms/43131502
43131778,Broadway | Misty & Bright room + Gym,257802323,59,Theater District,2,Private room,Manhattan,30,1125,23,1,1,1,1,https://www.airbnb.com/rooms/43131778
43132445,Family Studio #53 near Times Square,343381111,116,Midtown,5,Entire home/apt,Manhattan,1,1125,53,2,4.5,2,2,https://www.airbnb.com/rooms/43132445
43141435,Private Room in all inclusive Coliving,334383362,45,Bedford-Stuyvesant,1,Private room,Brooklyn,30,1125,88,1,2.5,2,2,https://www.airbnb.com/rooms/43141435
43142085,Ultimate Bushwick Brooklyn 3-Bedroom,251991421,170,Bushwick,5,Entire home/apt,Brooklyn,1,28,81,5,4.23,22,14,https://www.airbnb.com/rooms/43142085
43143734,Lustrous Bushwick Solo Room w/ a Fenced Backyard,137358866,51,Bushwick,1,Private room,Brooklyn,30,1125,0,1,4.5,2,2,https://www.airbnb.com/rooms/43143734
43147021,Broadway | Huge room + Gym + Roof,257802323,79,Theater District,1,Private room,Manhattan,30,1125,78,1,5,1,1,https://www.airbnb.com/rooms/43147021
43148901,Liberty Apt,343526940,85,East New York,2,Entire home/apt,Brooklyn,30,1125,90,1,5,2,0,https://www.airbnb.com/rooms/43148901
43149336,Freedom Apartment,343526940,85,East New York,2,Entire home/apt,Brooklyn,30,1125,86,1,5,2,1,https://www.airbnb.com/rooms/43149336
43158150,Cozy and Stylish 2BR apt in Manhattan,249545376,500,Midtown,4,Entire home/apt,Manhattan,30,1125,90,2,5,1,0,https://www.airbnb.com/rooms/43158150
43161885,★SLEEP IN LUXURY | CLOSE TO NYC HOSPITALS | LYSOL★,20405437,128,Astoria,2,Private room,Queens,1,1125,63,2,4.67,60,44,https://www.airbnb.com/rooms/43161885
43163079,Awesome 1BR walk to NYU Langone hospital,171812142,130,Kips Bay,4,Entire home/apt,Manhattan,30,200,49,2,5,2,1,https://www.airbnb.com/rooms/43163079
43170046,SUSANNA'S SUITE SPOT'S  3 Bedrooms A,173857407,180,East New York,4,Entire home/apt,Brooklyn,3,1125,76,3,4.76,17,17,https://www.airbnb.com/rooms/43170046
43183034,"Big room for any period in Manhattan, Kips Bay",305327549,165,Kips Bay,1,Private room,Manhattan,15,1125,84,1,5,2,1,https://www.airbnb.com/rooms/43183034
43203702,Large (Post Covid) family get away in NYC!!,27060185,949,Upper West Side,7,Entire home/apt,Manhattan,14,1125,70,5,5,1,1,https://www.airbnb.com/rooms/43203702
43204389,Wall St | Outstanding Room + Desk,336064553,69,Financial District,1,Private room,Manhattan,30,1125,14,1,4.5,2,2,https://www.airbnb.com/rooms/43204389
43204442,Wall St | Classic Room + Financial Dist,336064553,59,Financial District,1,Private room,Manhattan,30,1125,40,1,2.67,3,3,https://www.airbnb.com/rooms/43204442
